"LOCATION","Country","INDICATOR","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,71.7781500538471,,
"ESP","Spain","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,71.8342939134756,,
"ESP","Spain","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,69.1055302880496,,
"ESP","Spain","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,64.0662334940264,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,14.2891144723845,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,14.6721573556489,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,15.5913512300371,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,15.3355749460679,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,14.4249316914168,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,14.5725001022149,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,14.5650104007352,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,15.7101936608755,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,16.7462612147369,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,22.3968764540471,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,21.7813564253076,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,18.7502347594186,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,16.9269988169893,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,13.8535319341007,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,12.0033784704248,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,14.4151615994066,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,11.1163320803007,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,10.6332860066749,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,11.066428485957,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,10.8892914686055,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,13.0134247357898,,
"ESP","Spain","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,13.8981345629847,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,29.1298242273501,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,30.1364954409641,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,31.5734171210552,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,32.6840016007139,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,33.5011234826707,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,34.0085711843176,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,32.867318468189,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,32.4048819976337,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,31.1736499415587,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,29.8873176751431,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,28.4689302277822,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2011","2011",,,"0","Units",,,25.5221049468505,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2012","2012",,,"0","Units",,,22.2788136391713,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2013","2013",,,"0","Units",,,17.8407808621079,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2014","2014",,,"0","Units",,,16.8340462632482,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2015","2015",,,"0","Units",,,15.9760356888967,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2016","2016",,,"0","Units",,,16.027153483164,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2017","2017",,,"0","Units",,,17.1463868862132,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2018","2018",,,"0","Units",,,17.1554214601959,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2019","2019",,,"0","Units",,,17.2764146179189,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2020","2020",,,"0","Units",,,17.8810449761607,,
"ESP","Spain","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2021","2021",,,"0","Units",,,22.0356319429889,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2000","2000",,,"0","Units",,,25.9408413354305,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2001","2001",,,"0","Units",,,25.8772912140349,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2002","2002",,,"0","Units",,,26.1557570388712,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2003","2003",,,"0","Units",,,27.0986181640503,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2004","2004",,,"0","Units",,,27.8076228973153,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,29.0115888487389,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,30.0273056106505,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,29.8622365158307,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,27.8364657096944,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,23.1132221040789,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,21.788947421901,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,20.0217529656512,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,18.5275200173794,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,17.364945031582,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,17.7719909200781,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,18.0060699828957,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,17.9508623319754,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,18.6609456237118,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,19.4371599996345,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,20.0320671080912,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,20.4226950608127,,
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,20.1023488697445,"E","Estimated value"
"ESP","Spain","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,20.0768432615828,"E","Estimated value"
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2019","2019",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2020","2020",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2021","2021",,,"0","Units",,,100,,
"SWE","Sweden","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2022","2022",,,"0","Units",,,100,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2000","2000",,,"0","Units",,,73.1398190467307,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2001","2001",,,"0","Units",,,72.3895999605525,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2002","2002",,,"0","Units",,,69.2504363001745,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2003","2003",,,"0","Units",,,68.2465823650034,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2004","2004",,,"0","Units",,,67.7726932169016,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2005","2005",,,"0","Units",,,68.3669710245973,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2006","2006",,,"0","Units",,,68.5270787595291,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2007","2007",,,"0","Units",,,68.9006896861143,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2008","2008",,,"0","Units",,,69.7814189382796,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2009","2009",,,"0","Units",,,67.5295886528597,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2010","2010",,,"0","Units",,,66.1481150609733,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2011","2011",,,"0","Units",,,68.0642228278572,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2012","2012",,,"0","Units",,,69.1221440907824,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2013","2013",,,"0","Units",,,68.8298716692094,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2014","2014",,,"0","Units",,,69.9743382392582,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2015","2015",,,"0","Units",,,69.6173350408297,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2016","2016",,,"0","Units",,,68.0963268849717,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2017","2017",,,"0","Units",,,67.2232419795181,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2018","2018",,,"0","Units",,,67.1568990335184,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2019","2019",,,"0","Units",,,66.8336848937206,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2020","2020",,,"0","Units",,,66.0187315876648,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2021","2021",,,"0","Units",,,67.2683997205349,,
"SWE","Sweden","P51S11_S12SP51","Gross fixed capital formation, Corporations, percentage of total GFCF","2022","2022",,,"0","Units",,,68.0418175796892,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2000","2000",,,"0","Units",,,17.5048969312564,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2001","2001",,,"0","Units",,,18.1236395911553,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2002","2002",,,"0","Units",,,19.5052356020942,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2003","2003",,,"0","Units",,,19.2264183185236,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2004","2004",,,"0","Units",,,18.6367276813972,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2005","2005",,,"0","Units",,,18.2351400970008,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2006","2006",,,"0","Units",,,17.6922100989597,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2007","2007",,,"0","Units",,,16.8813575375688,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2008","2008",,,"0","Units",,,17.3185017860895,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2009","2009",,,"0","Units",,,19.7413362960795,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2010","2010",,,"0","Units",,,19.8619407674132,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2011","2011",,,"0","Units",,,19.078557318042,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2012","2012",,,"0","Units",,,19.8282075006966,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2013","2013",,,"0","Units",,,19.6607992615531,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2014","2014",,,"0","Units",,,18.7225187341636,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2015","2015",,,"0","Units",,,17.4750594856958,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2016","2016",,,"0","Units",,,18.0587181986749,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2017","2017",,,"0","Units",,,18.3215693290647,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2018","2018",,,"0","Units",,,19.3354719309068,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2019","2019",,,"0","Units",,,19.945237708908,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2020","2020",,,"0","Units",,,19.8714139409035,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2021","2021",,,"0","Units",,,18.4728272907199,,
"SWE","Sweden","P51S13SP51","Gross fixed capital formation, General government, percentage of total GFCF","2022","2022",,,"0","Units",,,17.6580724616856,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2000","2000",,,"0","Units",,,9.35528402201287,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2001","2001",,,"0","Units",,,9.48676044829214,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2002","2002",,,"0","Units",,,11.2443280977312,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2003","2003",,,"0","Units",,,12.526999316473,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2004","2004",,,"0","Units",,,13.5905791017013,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2005","2005",,,"0","Units",,,13.397888878402,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2006","2006",,,"0","Units",,,13.7807111415112,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2007","2007",,,"0","Units",,,14.2179527763169,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2008","2008",,,"0","Units",,,12.9000792756309,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2009","2009",,,"0","Units",,,12.7290750510608,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2010","2010",,,"0","Units",,,13.9899441716135,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2011","2011",,,"0","Units",,,12.8572198541008,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2012","2012",,,"0","Units",,,11.049648408521,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2013","2013",,,"0","Units",,,11.5093290692376,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2014","2014",,,"0","Units",,,11.3031430265783,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2015","2015",,,"0","Units",,,12.9076054734745,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2016","2016",,,"0","Units",,,13.8449549163534,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2017","2017",,,"0","Units",,,14.4551886914172,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2018","2018",,,"0","Units",,,13.5076290355747,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2019","2019",,,"0","Units",,,13.2210773973714,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2020","2020",,,"0","Units",,,14.1098544714316,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2021","2021",,,"0","Units",,,14.2587729887452,,
"SWE","Sweden","P51S14_S15SP51","Gross fixed capital formation, Households and NPISHs, percentage of total GFCF","2022","2022",,,"0","Units",,,14.3001099586252,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2000","2000",,,"0","Units",,,22.259816763982,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2001","2001",,,"0","Units",,,22.6799124985871,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2002","2002",,,"0","Units",,,22.0525751865809,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2003","2003",,,"0","Units",,,21.6456060936154,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2004","2004",,,"0","Units",,,21.8820335284436,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2005","2005",,,"0","Units",,,22.4115643183326,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2006","2006",,,"0","Units",,,23.2293760899622,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2007","2007",,,"0","Units",,,24.1664703979607,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2008","2008",,,"0","Units",,,24.5463627697008,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2009","2009",,,"0","Units",,,22.4937873503479,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2010","2010",,,"0","Units",,,22.4904094800146,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2011","2011",,,"0","Units",,,22.8939846911335,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2012","2012",,,"0","Units",,,22.7235227830726,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2013","2013",,,"0","Units",,,22.4454837991551,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2014","2014",,,"0","Units",,,23.2284677401177,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2015","2015",,,"0","Units",,,23.7534356538128,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2016","2016",,,"0","Units",,,24.2105208321301,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2017","2017",,,"0","Units",,,25.1364837125472,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2018","2018",,,"0","Units",,,25.1796385730316,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2019","2019",,,"0","Units",,,24.4097623998959,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2020","2020",,,"0","Units",,,25.1155394679965,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2021","2021",,,"0","Units",,,25.5918373595978,,
"SWE","Sweden","P51S","Gross fixed capital formation, percentage of GDP","2022","2022",,,"0","Units",,,27.1305626121553,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2000","2000",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2001","2001",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2002","2002",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2003","2003",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2004","2004",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2005","2005",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2006","2006",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2007","2007",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2008","2008",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2009","2009",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2010","2010",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2011","2011",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2012","2012",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2013","2013",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2014","2014",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2015","2015",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2016","2016",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2017","2017",,,"0","Units",,,100,,
"CHE","Switzerland","P51S1SP51","Gross fixed capital formation by institutional sector, percentage of total GFCF","2018","2018",,,"0","Units",,,100,,
