Series,Code
IP:LI:FLOW:Direct investment loans: CP NSA,NBXD
IP:LI:FLOW:Other loans by UK residents: CP NSA,NBXL
IP:LI:FLOW:Shares and other equity: CP NSA,NBXN
IP:LI:FLOW:Quoted UK shares: CP NSA,NBXS
IP:LI:FLOW:Unquoted UK shares: CP NSA,NBXT
IP:LI:FLOW:Prepayments of insurance pre. & reserves for outstanding claims:CP,NBYG
IP:LI:FLOW:Other accounts receivable/payable: CP NSA,NBYH
Local Government: AS:FLOW: Total net acquisition of financial assets: CP NSA: £m,NBYK
Local Government: AS:FLOW:Currency and deposits: CP NSA £m,NBYO
Local Government: AS: FLOW: Deposits with UK monetary financial institutions: CP,NBYR
Local Govt:AS:FLOW:Foreign currency deposits with UK banks,NBYT
Local Government:Other deposits(National Savings & tax instruments): CP NSA £m,NBYW
Local Government: AS:FLOW:Securities other than shares: CP NSA: £m,NBYX
Local Government: AS:FLOW: MMIs issued by UK general government CP NSA £m,NBYZ
ESA:LA:AS:FLOW:Sterling treasury bills,NBZA
Local Government: AS:FLOW: MMIs issued by UK MFIs: CP NSA: £m,NBZE
Local Government: AS:FLOW: MMIs issued by other UK residents: CP NSA: £m,NBZJ
Local Government: AS:FLOW:Bonds issued by the UK central government: CP NSA £m,NBZM
ESA:LA:AS:FLOW:British government securities,NBZN
Local Government: AS:FLOW:Loans: CP NSA: £m,NBZZ
Local Government: AS:FLOW:Loans secured on dwellings: CP NSA: £m,NCAK
Local Government: AS: FLOW: Other loans by UK residents: CP NSA: £m,NCAP
Local Government: AS:FLOW: Shares and other equity: CP NSA: £m,NCAR
Local Government: AS:FLOW: Quoted UK shares: CP NSA: £m,NCAW
Local Government: AS:FLOW: Unquoted UK shares: CP NSA: £m,NCAX
LG:Prepayments of insurance premiums & reserves for outstanding claims £m,NCBK
Local Government:AS:FLOW:Other accounts receivable/payable: CP NSA: £m,NCBL
Local Government:FLOW:Total net acquisition of financial liabilities: CP NSA: £m,NCBO
"Local government: D.41 interest paid, £m CP NSA",NCBW
Local Government:LI:FLOW:Securities other than shares: CP NSA: £m,NCCB
Local Government: LI:FLOW: Local authority bills: CP NSA: £m,NCCH
Local Government: LI: FLOW: UK local authority bonds: CP NSA: £m,NCCT
Local Government: LI: FLOW: Loans: CP NSA: £m,NCDD
LG:LI:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing)£m,NCDF
Local Government: LI:FLOW:Loans by Rest of the World MFIs: CP NSA: £m,NCDJ
Local Government: LI:FLOW:Finance leasing loans: CP NSA: £m,NCDS
Local Government: LI: FLOW: Other loans by UK residents: CP NSA: £m,NCDT
Local Government: LI: FLOW: Other loans by Rest of the World: CP NSA: £m,NCDU
Local Government: LI:FLOW: Other accounts receivable/payable: CP NSA: £m,NCEP
NPISH (S.15): Total net acquisition of financial assets (F.A): Asset: Current price: £m: NSA,NCES
NPISH (S.15): Currency and deposits (F.2): Asset: Current price: £m: NSA,NCEW
NPISH (S.15): Currency (F.21): Asset: Current price: £m: NSA,NCEX
NPISH (S.15): Deposits with UK monetary financial institutions (F.22N1): Asset: Current price: £m: NSA,NCEZ
NPISH (S.15): Foreign currency deposits with UK banks (F.22N12): Asset: Current price: £m: NSA,NCFB
NPISH (S.15): Deposits with rest of world monetary financial institutions (F.22N9): Asset: Current price: £m: NSA,NCFD
NPISH (S.15): Other deposits (F.29): Asset: Current price: £m: NSA,NCFE
NPISH (S.15): Debt securities (F.3): Asset: Current price: £m: NSA,NCFF
NPISH (S.15): Short-term debt securities issued by UK central government (F.31N1): Asset: Current price: £m: NSA,NCFH
ESA:NP:AS:FLOW:Sterling treasury bills,NCFI
NPISH (S.15): Short-term debt securities issued by UK local government (F.31N2): Asset: Current price: £m: NSA,NCFL
NPISH (S.15): Short-term debt securities issued by UK monetary financial institutions (F.31N5): Asset: Current price: £m: NSA,NCFM
NPISH (S.15): Money market instruments issued by other UK residents (F.31N6): Asset: Current price: £m: NSA,NCFR
ESA:NP:AS:FLOW:MMIs issued by Rest of the World,NCFS
NPISH (S.15): Long-term debt securities issued by UK central government (F.32N1): Asset: Current price: £m: NSA,NCFU
ESA:NP:AS:FLOW:British government securities,NCFV
NPISH (S.15): Long-term debt securities issued by UK local government (F.32N2): Asset: Current price: £m: NSA,NCFX
NPISH (S.15): Long term bonds issued by the rest of the world (F.32N9): Asset: Current price: £m: NSA,NCGC
NPISH (S.15): Financial derivatives (F.71): Asset: Current price: £m: NSA,NCGD
NPISH (S.15): Loans (F.4): Asset: Current price: £m: NSA,NCGH
NPISH (S.15): Other long-term loans by UK residents (F.424N1): Asset: Current price: £m: NSA,NCGX
NPISH (S.15): Equity and investment fund shares/units (F.5): Asset: Current price: £m: NSA,NCGZ
NPISH (S.15): Listed UK shares (F.511N1): Asset: Current price: £m: NSA,NCHE
NPISH (S.15): Unlisted UK shares (F.512N1): Asset: Current price: £m: NSA,NCHF
NPISH (S.15): Other UK equity (F.519N6): Asset: Current price: £m: NSA,NCHG
NPISH (S.15): Shares and other equity issued by the rest of the world (F.519N9): Asset: Current price: £m: NSA,NCHJ
NPISH (S.15): UK mutual funds' shares (F.52N1): Asset: Current price: £m: NSA,NCHN
NPISH (S.15): Rest of the world mutual funds' shares (F.52N9): Asset: Current price: £m: NSA,NCHO
NPISH (S.15): Non-life insurance technical reserves (F.61): Asset: Current price: £m: NSA,NCHS
NPISH (S.15): Other accounts receivable/payable (F.8): Asset: Current price: £m: NSA,NCHT
NPISH (S.15): Total net acquisition of financial liabilities (F.L): Liability: Current price: £m: NSA,NCHW
NPISH (S.15): Debt securities (F.3): Liability: Current price: £m: NSA,NCIJ
ESA:NP:LI:FLOW:Local authority bills,NCIP
NPISH (S.15): Money market instruments issued by other UK residents (F.31N6): Liability: Current price: £m: NSA,NCIV
NPISH (S.15): Money market instruments issued by rest of world (F.31N9): Asset: Current price: £m: NSA,NCIW
ESA:NP:LI:FLOW:Financial derivatives,NCJH
NPISH (S.15): Loans (F.4): Liability: Current price: £m: NSA,NCJL
NPISH (S.15): Short term loans by UK monetary financial institutions (F.41N1): Liability: Current price: £m: NSA,NCJN
NPISH (S.15): Foreign currency loans by UK banks (F.41N12): Liability: Current price: £m: NSA,NCJP
NPISH (S.15): Loans secured on dwellings (F.422): Liability: Current price: £m: NSA,NCJW
NPISH (S.15): Other long-term loans by UK residents (F.424N1): Liability: Current price: £m: NSA,NCKB
ESA:NP:LI:FLOW:Shares and other equity,NCKD
NPISH (S.15): Other accounts receivable/payable (F.8): Liability: Current price: £m: NSA,NCKX
ESA:OI:AS:FLOW:Sterling treasury bills,NCLQ
ESA:OI:AS:FLOW:British government securities,NCMD
ESA:OI:LI:FLOW:Currency and deposits,NCOI
AS:FLOW:Public corporations: CP NSA,NCXQ
PC:AS:FLOW:Currency and deposits: CP NSA,NCXU
PC:AS:FLOW:Currency: CP NSA,NCXV
PC:AS:FLOW:Deposits with UK Monetary Financial Institutions: CP NSA,NCXX
ESA:PC:AS:FLOW:Foreign currency deposits with UK banks,NCXZ
PC:AS:FLOW:Deposits with RW Monetary Financial Institutions: CPNSA,NCYB
PC:AS:FLOW:Other deposits (National Savings and tax instruments): CP NSA,NCYC
PC:AS:FLOW:Securities other than shares: CP NSA,NCYD
PC:AS:FLOW:Money Market Instruments issued by UK general government: CP NSA,NCYF
ESA:PC:AS:FLOW:Sterling treasury bills,NCYG
PC:AS:FLOW:Money Market Instruments issued by UK MFIs: CP NSA,NCYK
PC:AS:FLOW:Money Market Instruments issued by other UK residents: CP NSA,NCYP
PC:AS:FLOW:Bonds issued by the UK central government: CP NSA,NCYS
ESA:PC:AS:FLOW:British government securities,NCYT
ESA:PC:AS:FLOW:UK local authority bonds,NCYV
PC:AS:FLOW:Bonds issued by other UK residents: CP NSA,NCYZ
PC:AS:FLOW:Bonds issued by Rest of the World: CP NSA,NCZA
PC:AS:FLOW:Loans: CP NSA,NCZF
PC:AS:FLOW:Loans secured on dwellings: CP NSA,NCZQ
PC:AS:FLOW:Other loans by UK residents: CP NSA,NCZV
PC:AS:FLOW:Shares and other equity: CP NSA,NCZX
PC:AS:FLOW:Quoted UK shares: CP NSA,NEBC
PC:AS:FLOW:Unquoted UK shares: CP NSA,NEBD
PC:AS:FLOW:Rest of the World shares and other equity (inc F5191): CP NSA,NEBH
PC:AS:Prepayments of insurance premiums & reserves for outstanding claims: CP,NEBQ
PC:AS:FLOW:Other accounts receivable/payable: CP NSA,NEBR
LI:FLOW:Public corporations: CP NSA,NEBU
"Public corporations: total interest paid excl. FISIM adjustments, £m CP NSA",NENG
"Public corporations: interest received excl. FISIM adjustments, £m CP NSA",NENH
PC:LI:FLOW:Securities other than shares: CP NSA,NENJ
PC:LI:FLOW:Loans: CP NSA,NEOL
PC:LI:Loans by UK MFIs (exc loans secured on dwells and fin leasing): CP NSA,NEON
PC:LI:FLOW:Finance leasing loans: CP NSA,NEPA
PC:LI:FLOW:Other loans by UK residents: CP NSA,NEPB
PC:LI:FLOW:Other loans by Rest of the World: CP NSA,NEPC
PC:LI:FLOW:Shares and other equity: CP NSA,NEPD
PC:LI:FLOW:Unquoted UK shares: CP NSA,NEPJ
PC:LI:FLOW:Other UK equity (inc direct investment in property): CP NSA,NEPK
ESA:PC:D.7 SECONDARY DISTRIBUTION OF INCOME: TOTAL RESOURCES: SA,NEPW
PC:LI:FLOW:Other accounts receivable/payable: CP NSA,NEPX
AS:FLOW:Private corporations: CP NSA,NEQA
PR:AS:FLOW:Currency and deposits: CP NSA,NEQE
PR:AS:FLOW:Currency: CP NSA,NEQF
PR:AS:FLOW:Deposits with UK Monetary Financial Instruments: CP NSA,NEQH
ESA:PR:AS:FLOW:Foreign currency deposits with UK banks,NEQJ
F.229 PR flow 80% of BIS data - residual,NEQL
PR:AS:FLOW:Other deposits (National Savings and tax instruments): CP NSA,NEQM
PR:AS:FLOW:Securities other than shares: CP NSA,NEQN
PR:AS:Money Market Instruments issued by UK general government: CP NSA,NEQP
ESA:PR:AS:FLOW:Sterling treasury bills,NEQQ
PR:AS:Money Market Instruments issued by UK Monetary Financial Instruments,NEQU
PR:AS:FLOW: Money Market Instruments issued by other UK residents: CP NSA,NEQZ
PR:AS:FLOW: Money Market Instruments issued by Rest of the World: CP NSA:,NERA
PR:AS:FLOW:Bonds issued by the UK central government,NERC
ESA:PR:AS:FLOW:British government securities,NERD
PR:AS:FLOW:Bonds issued by Rest of the World: CP NSA,NERK
PR:AS:FLOW:Loans: CP NSA,NERP
PR:AS:FLOW:Direct investment loans: CP NSA,NERX
ESA:PR:AS:FLOW:Outward direct investment loans,NERY
ESA:PR:AS:FLOW:Inward direct investment loans,NERZ
PR:AS:FLOW:Other loans by UK residents: CP NSA,NESF
PR:AS:FLOW:Shares and other equity: CP NSA,NESH
PR:AS:FLOW:Quoted UK shares: CP NSA,NESM
PR:AS:FLOW:Unquoted UK shares: CP NSA,NESN
PR:AS:FLOW:Rest of the World shares and other equity (inc F5191): CP NSA,NESR
PR:AS:FLOW:UK mutual funds shares: CP NSA,NESV
PR:AS:FLOW:Prepayments of insurance premium & reserves for outstanding claims,NETA
PR:AS:FLOW:Other accounts receivable/payable: CP NSA,NETB
LI:FLOW:Private corporations,NETE
PR:LI:FLOW:Securities other than shares: CP NSA,NETR
Private non-financial corporations sector (S1102+S11003): Dividends (D.421): Use: Current price: £m: Not seasonally adjusted,NETZ
PR:LI:FLOW:Money Market Instruments issued by other UK residents: CP NSA,NEUD
PR:LI:FLOW:Loans: CP NSA,NEUT
PR:LI:Loans by UK MFIs (exc loans secured on dwells and fin leasing): CP NSA,NEUV
ESA:PR:LI:FLOW:Foreign currency loans by UK MFIs,NEUX
F.4191 PR flow 80% of BIS data - residual,NEUZ
PR:LI:FLOW:Direct investment loans: CP NSA,NEVB
ESA:PR:LI:FLOW:Outward direct investment loans,NEVC
ESA:PR:LI:FLOW:Inward direct investment loans,NEVD
PR:LI:FLOW:Finance leasing loans: CP NSA,NEVI
PR:LI:FLOW:Other loans by UK residents: CP NSA,NEVJ
PR:LI:FLOW:Other loans by Rest of the World: CP NSA,NEVK
PR:LI:FLOW:Shares and other equity: CP NSA,NEVL
PR:LI:FLOW:Quoted UK shares: CP NSA,NEVQ
PR:LI:FLOW:Unquoted UK shares: CP NSA,NEVR
PR:LI:FLOW:Other UK equity (inc direct investment in property): CP NSA,NEVS
PR:LI:FLOW:Other accounts receivable/payable: CP NSA,NEWF
AS:FLOW:Rest of the World: CP NSA: £m,NEWI
RW:AS:FLOW:Monetary gold and special drawing rights: CP NSA: £m,NEWJ
ESA:RW:AS:FLOW:Monetary gold,NEWK
RW:AS:FLOW:Currency and deposits: CP NSA: £m,NEWM
RW:AS:FLOW:Currency: CP NSA: £m,NEWN
RW:AS:FLOW:Deposits with UK Monetary Financial Institutions: CP NSA: £m,NEWP
RW:AS:FLOW:Other deposits (National Savings and tax instruments): CP NSA,NEWU
RW:AS:FLOW:Securities other than shares: CP NSA: £m,NEWV
RW:AS:FLOW:MMIs issued by UK general government: CP NSA: £m,NEWX
RW:Money Market Instruments issued by UK Monetary Financial Institutions:CP NSA,NEXC
RW:AS:FLOW:Money Market Instruments issued by other UK residents: CP NSA,NEXH
RW:AS:FLOW:Bonds issued by the UK central government: CP NSA: £m,NEXK
ESA:RW:AS:FLOW:British government securities,NEXL
RW:AS:FLOW:UK local authority bonds: CP NSA: £m,NEXN
RW:AS:FLOW:Loans:CP NSA: £m,NEXX
ESA:RW:AS:FLOW:Short term loans,NEXY
RW:Loans by Rest of the World Monetary Financial Institutions: CP NSA: £m,NEYD
ESA:RW:AS:FLOW:Long term loans,NEYE
RW:AS:FLOW:Direct investment loans: CP NSA: £m,NEYF
ESA:RW:AS:FLOW:Outward direct investment loans,NEYG
ESA:RW:AS:FLOW:Inward direct investment loans,NEYH
RW:AS:FLOW:Shares and other equity: CP NSA: £m,NEYP
RW:AS:FLOW:Quoted UK shares: CP NSA: £m,NEYU
RW:AS:FLOW:Unquoted UK shares: CP NSA: £m,NEYV
RW:AS:FLOW:Other UK equity (inc direct investment in property): CP NSA: £m,NEYW
RW:AS:FLOW:UK mutual funds shares: CP NSA: £m,NEZD
RW:AS:FLOW:Prepayments of insurance pre. & reserves for outstanding claims,NEZI
RW:AS:FLOW:Other accounts receivable/payable: CP NSA: £m,NEZJ
LI:FLOW:Rest of the World: CP NSA: £m,NEZM
RW:LI:FLOW:Currency and deposits: CP NSA: £m,NEZQ
RW:LI:FLOW:Currency: CP NSA: £m,NEZR
RW:Deposits with Rest of the World Monetary Financial Institutions:CP NSA,NEZX
RW:LI:FLOW:Securities other than shares: CP NSA,NEZZ
RW:LI:FLOW:Money Market Instruments issued by Rest of the World: CP NSA,NFAM
Rest of the world (S.2): Foreign currency deposits with UK banks (F.22N12): Asset: Flow: Current price: £million: NSA,NFAS
RW:LI:FLOW:Bonds issued by Rest of the World: CP NSA,NFAW
RW:LI:FLOW:Loans: CP NSA: £m,NFBB
ESA:RW:LI:FLOW:Short trem loans: CP NSA £M,NFBC
RW:LI:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NFBD
RW:LI:FLOW:Foreign currency loans by UK Monetary Financial Institutions: CP NSA,NFBF
ESA:RW:LI:FLOW:Long term loans,NFBI
RW:LI:FLOW:Direct investment loans: CP NSA,NFBJ
ESA:RW:LI:FLOW:Outward direct investment loans,NFBK
ESA:RW:LI:FLOW:Inward direct investment loans,NFBL
RW:LI:FLOW:Finance leasing loans: CP NSA: £m,NFBQ
RW:LI:FLOW:Shares and other equity: CP NSA: £m,NFBT
RW:LI:FLOW:Rest of the World shares and other equity (inc F5191): CP NSA: £m,NFCD
RW:LI:FLOW:Rest of the World mutual funds shares: CP NSA: £m,NFCI
RW:LI:FLOW:Other accounts receivable/payable: CP NSA: £m,NFCN
ESA:AS:FLOW:Financial corporations,NFCQ
ESA:FC:AS:FLOW:Currency and deposits,NFCU
ESA:FC:AS:FLOW:Currency,NFCV
ESA:FC:AS:FLOW:Deposits with UK MFIs,NFCX
ESA:FC:AS:FLOW:Deposits with Rest of the World MFIs,NFDB
ESA:FC:AS:FLOW:Other deposits (National Savings and tax instruments),NFDC
ESA:FC:AS:FLOW:Securities other than shares,NFDD
ESA:FC:AS:FLOW:MMIs issued by UK general government,NFDF
ESA:FC:AS:FLOW:Local authority bills,NFDJ
ESA:FC:AS:FLOW:MMIs issued by UK MFIs,NFDK
ESA:FC:AS:FLOW:MMIs issued by other UK residents,NFDP
ESA:FC:AS:FLOW:MMIs issued by Rest of the World,NFDQ
ESA:FC:AS:FLOW:Bonds issued by the UK central government,NFDS
ESA:FC:AS:FLOW:UK local authority bonds,NFDV
ESA:FC:AS:FLOW:Bonds issued by Rest of the World,NFEA
ESA:FC:AS:FLOW:Financial derivatives (net),NFEB
ESA:FC:AS:FLOW:Loans,NFEF
ESA:FC:AS:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NFEH
ESA:FC:AS:FLOW:Direct investment loans,NFEN
ESA:FC:AS:FLOW:Loans secured on dwellings,NFEQ
ESA:FC:AS:FLOW:Finance leasing loans,NFEU
ESA:FC:AS:FLOW:Other loans by UK residents,NFEV
ESA:FC:AS:FLOW:Shares and other equity,NFEX
ESA:FC:AS:FLOW:Quoted UK shares,NFFC
ESA:FC:AS:FLOW:Unquoted UK shares,NFFD
ESA:FC:AS:FLOW:Rest of the World shares and other equity (inc F5191),NFFH
ESA:FC:AS:FLOW:UK mutual funds shares,NFFL
ESA:FC:AS:FLOW:Rest of the World mutual funds shares,NFFM
ESA:FC:AS:FLOW:Prepayments of insurance pre. & reserves for outstanding claims,NFFQ
ESA:FC:AS:FLOW:Other accounts receivable/payable,NFFR
ESA:LI:FLOW:Financial corporations,NFFU
ESA:FC:LI:FLOW:Currency and deposits,NFFY
ESA:FC:LI:FLOW:Currency,NFFZ
ESA:FC:LI:FLOW:Deposits with UK MFIs,NFGB
ESA:FC:LI:FLOW:Other deposits (National Savings and tax instruments),NFGG
ESA:FC:LI:FLOW:Securities other than shares,NFGH
ESA:FC:LI:FLOW:MMIs issued by UK MFIs,NFGO
ESA:FC:LI:FLOW:MMIs issued by other UK residents,NFGT
ESA:FC:LI:FLOW:Loans,NFHJ
ESA:FC:LI:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NFHL
ESA:FC:LI:FLOW:Loans by Rest of the World MFIs,NFHP
ESA:FC:LI:FLOW:Direct investment loans,NFHR
ESA:FC:LI:FLOW:Finance leasing loans,NFHY
ESA:FC:LI:FLOW:Other loans by UK residents,NFHZ
ESA:FC:LI:FLOW:Other loans by Rest of the World,NFIA
ESA:FC:LI:FLOW:Shares and other equity,NFIB
ESA:FC:LI:FLOW:Quoted UK shares,NFIG
ESA:FC:LI:FLOW:Unquoted UK shares,NFIH
ESA:FC:LI:FLOW:Other UK equity (inc direct investment in property),NFII
ESA:FC:LI:FLOW:UK mutual funds shares,NFIP
ESA:FC:LI:FLOW:Prepayments of insurance pre. & reserves for outstanding claims,NFIU
ESA:FC:LI:FLOW:Other accounts receivable/payable,NFIV
"AS:FLOW:Financial corporations exc MFIs, insurance co & pension funds: CP NSA",NFIY
Other Intermediaries:AS:FLOW:Currency and deposits: CP NSA,NFJC
Other Intermediaries:AS:FLOW:Currency: CP NSA: £m,NFJD
Other Intermediaries:AS:Deposits with UK Monetary Financial Institutions: CP NSA,NFJF
Financial corps except MFI and ICPF (S.124/5/6/7): Foreign currency deposits with UK banks (F.22N12): Asset: Flow: CP: £m: NSA,NFJH
Other Intermediaries:Deposits with Rest of the World MFIs: CP NSA,NFJJ
Other Intermediaries:Other deposits (National Savings& tax instruments): CP NSA,NFJK
Other Intermediaries:AS:FLOW:Securities other than shares: CP NSA,NFJL
Other Intermediaries:Money Market Instruments issued by UK general government,NFJN
Other Intermediaries:AS:FLOW:Local authority bills: CP NSA,NFJR
Other Intermediaries:Money Market Instruments issued by UK MFIs: CP NSA,NFJS
Other Intermediaries:Money Market Instruments issued by other UK residents:CPNSA,NFJX
Other Intermediaries:Money Market Instruments issued by Rest of the World: CPNSA,NFJY
Other Intermediaries:Bonds issued by the UK central government: CP NSA,NFKA
Other Intermediaries:AS:FLOW:UK local authority bonds: CP NSA,NFKD
Other Intermediaries:AS:FLOW:Bonds issued by Rest of the World: CP NSA,NFKI
ESA:OI:AS:FLOW:Financial derivatives,NFKJ
Other Intermediaries:AS:FLOW:Loans: CP NSA,NFKN
Other Intermediaries:AS:FLOW:Direct investment loans: CP NSA,NFKV
Other Intermediaries:AS:FLOW:Loans secured on dwellings: CP NSA,NFKY
Other Intermediaries:AS:FLOW:Finance leasing loans: CP NSA,NFLC
Other Intermediaries:AS:FLOW:Other loans by UK residents: CP NSA,NFLD
Other Intermediaries:AS:FLOW:Shares and other equity: CP NSA,NFLF
Other Intermediaries:AS:FLOW:Quoted UK shares: CP NSA,NFLK
Other Intermediaries:AS:FLOW:Unquoted UK shares: CP NSA,NFLL
Other Intermediaries:Rest of the World shares and other equity (inc F5191),NFLP
Other Intermediaries:AS:FLOW:UK mutual funds shares: CP NSA,NFLT
OI:Prepayments of insurance pre. & reserves for outstanding claims: CP NSA,NFLY
Other Intermediaries:AS:FLOW:Other accounts receivable/payable: CP NSA,NFLZ
"LI:FLOW:Financial corporations exc MFIs, insurance co & pension funds:CP NSA",NFMC
ESA:OI:LI:FLOW:Currency and deposits.1,NFMG
Other Intermediaries:LI:FLOW:Securities other than shares: CP NSA,NFMP
Other Intermediaries:Money Market Instruments issued by other UK residents,NFNB
ESA:OI:LI:FLOW:Financial derivatives,NFNN
Other Intermediaries:LI:FLOW:Loans: CP NSA,NFNR
OFI:Loans by UK MFIs (exc loans secured on dwellings & financial leasing),NFNT
ESA:OI:LI:FLOW:Foreign currency loans by UK MFIs,NFNV
Other Intermediaries:LI:FLOW:Loans by RW Monetary Financial Institutions:CP NSA,NFNX
Other Intermediaries:LI:FLOW:Direct investment loans: CP NSA,NFNZ
Other Intermediaries:LI:FLOW:Finance leasing loans: CP NSA,NFOG
Other Intermediaries:LI:FLOW:Other loans by UK residents: CP NSA,NFOH
Other Intermediaries:LI:FLOW:Other loans by Rest of the World: CP NSA,NFOI
Other Intermediaries:LI:FLOW:Shares and other equity: CP NSA,NFOJ
Other Intermediaries:LI:FLOW:Quoted UK shares: CP NSA,NFOO
Other Intermediaries:LI:FLOW:Unquoted UK shares: CP NSA,NFOP
Other Intermediaries:LI:FLOW:UK mutual funds shares: CP NSA,NFOX
Other Intermediaries:LI:FLOW:Other accounts receivable/payable: CP NSA,NFPD
ESA:AS:FLOW:General government,NFPG
ESA:GG:AS:FLOW:Monetary gold and special drawing rights,NFPH
ESA:GG:AS:FLOW:Monetary gold,NFPI
ESA:GG:AS:FLOW:Special drawing rights,NFPJ
ESA:GG:AS:FLOW:Currency and deposits,NFPK
ESA:GG:AS:FLOW:Deposits with UK MFIs,NFPN
General government (S.13): Foreign currency deposits with UK banks (F.22N12): Asset: Flow: Current price: £million: NSA,NFPP
ESA:GG:AS:FLOW:Deposits with Rest of the World MFIs,NFPR
ESA:GG:AS:FLOW:Other deposits (National Savings and tax instruments),NFPS
ESA:GG:AS:FLOW:Securities other than shares,NFPT
ESA:GG:AS:FLOW:MMIs issued by UK general government,NFPV
ESA:GG:AS:FLOW:Local authority bills,NFPZ
ESA:GG:AS:FLOW:MMIs issued by UK MFIs,NFQA
ESA:GG:AS:FLOW:MMIs issued by other UK residents,NFQF
ESA:GG:AS:FLOW:MMIs issued by Rest of the World,NFQG
ESA:GG:AS:FLOW:Bonds issued by the UK central government,NFQI
ESA:GG:AS:FLOW:Bonds issued by Rest of the World,NFQQ
ESA:GG:AS:FLOW:Financial derivatives,NFQR
ESA:GG:AS:FLOW:Loans,NFQV
ESA:GG:AS:FLOW:Loans secured on dwellings,NFRG
ESA:GG:AS:FLOW:Other loans by UK residents,NFRL
ESA:GG:AS:FLOW:Other loans by Rest of the World,NFRM
ESA:GG:AS:FLOW:Shares and other equity,NFRN
ESA:GG:AS:FLOW:Quoted UK shares,NFRS
ESA:GG:AS:FLOW:Unquoted UK shares,NFRT
ESA:GG:AS:FLOW:Other UK equity (inc direct investment in property),NFRU
ESA:GG:AS:FLOW:Rest of the World shares and other equity (inc F5191),NFRX
ESA:GG:AS:FLOW:Prepayments of insurance pre. & reserves for outstanding claims,NFSG
ESA:GG:AS:FLOW:Other accounts receivable/payable,NFSH
ESA:LI:FLOW:General government,NFSK
ESA:GG:LI:FLOW:Special drawing rights,NFSN
ESA:GG:LI:FLOW:Currency and deposits,NFSO
ESA:GG:LI:FLOW:Currency,NFSP
ESA:GG:LI:FLOW:Other deposits (National Savings and tax instruments),NFSW
ESA:GG:LI:FLOW:Securities other than shares,NFSX
ESA:GG:LI:FLOW:MMIs issued by UK general government,NFSZ
ESA:GG:LI:FLOW:Local authority bills,NFTD
ESA:GG:LI:FLOW:Bonds issued by the UK central government,NFTM
ESA:GG:LI:FLOW:UK local authority bonds,NFTP
ESA:GG:LI:FLOW:Loans,NFTZ
ESA:GG:LI:FLOW:Loans by UK MFIs (exc loans secured on dwells and fin leasing),NFUB
ESA:GG:LI:FLOW:Loans by Rest of the World MFIs,NFUF
ESA:GG:LI:FLOW:Finance leasing loans,NFUO
ESA:GG:LI:FLOW:Other loans by UK residents,NFUP
ESA:GG:LI:FLOW:Other loans by Rest of the World,NFUQ
GG:LI:FLOW:Other accounts payable,NFVL
HH & NPISH (S.14 + S.15): Total net acquisition of financial assets (F.A): Asset: Current price: £m: NSA,NFVO
HH & NPISH (S.14 + S.15): Currency and deposits (F.2): Asset: Current price: £m: NSA,NFVS
HH & NPISH (S.14 + S.15): Currency (F.21): Asset: Current price: £m: NSA,NFVT
HH & NPISH (S.14 + S.15): Deposits with UK monetary financial institutions (F.22N1): Asset: Current price: £m: NSA,NFVV
HH & NPISH (S.14 + S.15): Foreign currency deposits with UK banks (F.22N12): Asset: Current price: £m: NSA,NFVX
HH & NPISH (S.14 + S.15): Deposits with rest of world monetary financial institutions (F.22N9): Asset: Current price: £m: NSA,NFVZ
HH & NPISH (S.14 + S.15): Other deposits (F.29): Asset: Current price: £m: NSA,NFWA
HH & NPISH (S.14 + S.15): Debt securities (F.3): Asset: Current price: £m: NSA,NFWB
HH & NPISH (S.14 + S.15): Short-term debt securities issued by UK central government (F.31N1): Asset: Current price: £m: NSA,NFWD
HH & NPISH (S.14 + S.15): Short-term debt securities issued by UK local government (F.31N2): Asset: Current price: £m: NSA,NFWH
HH & NPISH (S.14 + S.15): Short-term debt securities issued by UK monetary financial institutions (F.31N5): Asset: CP: £m: NSA,NFWI
HH & NPISH (S.14 + S.15): Money market instruments issued by other UK residents (F.31N6): Asset: Current price: £m: NSA,NFWN
HH & NPISH (S.14 + S.15): Money market instruments issued by rest of world (F.31N9): Asset: Current price: £m: NSA,NFWO
HH & NPISH (S.14 + S.15): Long-term debt securities issued by UK central government (F.32N1): Asset: Current price: £m: NSA,NFWQ
HH & NPISH (S.14 + S.15): Long-term debt securities issued by UK local government (F.32N2): Asset: Current price: £m: NSA,NFWT
HH & NPISH (S.14 + S.15): Long term bonds issued by the rest of the world (F.32N9): Asset: Current price: £m: NSA,NFWY
HH & NPISH (S.14 + S.15): Financial derivatives (F.71): Asset: Current price: £m: NSA,NFWZ
HH & NPISH (S.14 + S.15): Loans (F.4): Asset: Current price: £m: NSA,NFXD
HH & NPISH (S.14 + S.15): Other long-term loans by UK residents (F.424N1): Asset: Current price: £m: NSA,NFXT
HH & NPISH (S.14 + S.15): Equity and investment fund shares/units (F.5): Asset: Current price: £m: NSA,NFXV
HH & NPISH (S.14 + S.15): Listed UK shares (F.511N1): Asset: Current price: £m: NSA,NFYA
